,Company,Location,Salary,Summary,Title,Job Category,City,State Code,ZIP,Area
6,"Valley Health System of Ridgewood, NJ","Paramus, NJ 07653",Not available,Healthcare Data Analyst Coligo Care. The Healthcare Data Analyst (value based) supports the business analytical needs of Clinically Integrated Network by...,Healthcare Data Analyst Coligo Care,Data Analyst,Paramus,NJ,07653,
7,Bed Bath & Beyond,"Totowa, NJ 07512",Not available,The analyst will be responsible for data gathering as well as reporting and analysis. Identify data trends for all operational categories....,Junior Reporting Analyst- Operations,Other,Totowa,NJ,07512,
9,Thermo Fisher Scientific,"Fair Lawn, NJ 07410",Not available,LCD is looking for a business-facing Data Science Analyst that will help us discover the insights hidden in company data....,Data Science Analyst,Data Analyst,Fair Lawn,NJ,07410,
10,Ace Technologies,"Montvale, NJ",Not available,The person should also have worked with Data Lake technologies and have a good understanding of Azure Data Lake as a data store. Data Engineer - Azure Paas....,Database Analyst,Data Analyst,Montvale,NJ,,
11,Apple,"Santa Clara Valley, CA",Not available,"Integrates data from multiple sources to produce requested or required data elements. Establishes and maintains report forms and formats, information dashboards...",Data Information Analyst,Data Analyst,Santa Clara Valley,CA,,
12,Becton Dickinson & Company,"Franklin Lakes, NJ 07417",Not available,"Deep understanding in data relations, data standardization and analytics as it relates to Medical Device Capital and Consumables products and services....","Analyst, Integrated Data and Reporting",Data Analyst,Franklin Lakes,NJ,07417,
13,Darn Tough Vermont / Cabot Hosiery Mills,"Northfield, VT",Not available,"Generate statistical data analysis reports, using various statistical data analysis software in order to build dashboards and visualizations, advising senior...",Data Analyst,Data Analyst,Northfield,VT,,
14,Alteon Health,"Germantown, MD",Not available,Other Data and Metrics as applicable. Data can include but is not limited to:. Analyzes billing and coding data and creates high-level reports to identify...,Data Analyst,Data Analyst,Germantown,MD,,
15,Vatica Health Inc,"Alpharetta, GA",Not available,"Proven working experience as a Data & Reporting Analyst. Filter and “clean” data, and review trends of bad data to identify problems with data capture, design...",Data & Reporting Analyst,Data Analyst,Alpharetta,GA,,
16,American Society for Engineering Education (ASEE),"Washington, DC 20036 (Downtown area)","$50,000 a year","$50,000 a year


Analyst collects data from higher education institutions, in particular engineering schools. Merges data from databases, spreadsheets to display into other...",Data Analyst,Data Analyst,Washington,DC,20036,(Downtown area)
17,ProSight Specialty Insurance,"Morristown, NJ",Not available,"Experienced as a Data Analyst or Data Scientist, preferably at a D2C brand with a high volume of complex data for 2-4 years....",Data Analyst,Data Analyst,Morristown,NJ,,
18,ASTA CRS,"New York, NY","$52,000 a year","Create and maintain documentation relating to data management including training guides, report specifications, and data dictionaries....",Entry level business data analyst,Data Analyst,New York,NY,,
19,Delta Air Lines,"Atlanta, GA",Not available,"The Data Analyst will:. Aggregate views of data sources into meaningful hierarchies. 0-2 years of experience in analysis, information science, data...",Data Analyst,Data Analyst,Atlanta,GA,,
20,Sony Music Entertainment,"Rutherford, NJ",Not available,"The Metadata Analyst, Central Repertoire and Metadata Support Group responsibilities may include, but will not be limited to:....",Metadata Analyst,Other,Rutherford,NJ,,
21,Adidas,"Portland, OR",Not available,"Work with analysts in the teams and stake holders across organization to gather requirements, analyse/clean data, ensure data integrity and assist the Sr....",SENIOR ANALYST - DATA & ANALYTICS,Analytics,Portland,OR,,
22,NIKE INC,"Portland, OR",Not available,"Provide day-to-day operational support for business processes driven by data, including curation and management of data across several teams....",Data Analyst,Data Analyst,Portland,OR,,
23,ClickPay,"Hackensack, NJ 07601",Not available,The Variable Data Analyst is responsible for the ongoing process of entering and updating data from multiple sources across clients to ensure all data is...,Variable Data Analyst,Data Analyst,Hackensack,NJ,07601,
24,Universal Music Group,"New York, NY 10019 (Midtown area)",Not available,"We are currently seeking a Data Analyst to run complex queries and analysis on UMG’s commercial and sales data, as well as other data sources, to support Artist...","Senior Data Analyst, Artist Insights",Data Analyst,New York,NY,10019,(Midtown area)
25,UBS,"Jersey City, NJ 07310 (Downtown area)",Not available,"Eager to learn about Data Governance tools, lineage, data quality controls and data dictionaries. An understanding of data management, data governance and...",C&ORC Data Strategy Analyst,Data Analyst,Jersey City,NJ,07310,(Downtown area)
26,MUFG,"Jersey City, NJ",Not available,"Discover your opportunity with Mitsubishi UFJ Financial Group (MUFG), the 5th largest financial group in the world (as ranked by S&P Global, April 2018) with...","Junior Project Manager, Analyst",Management,Jersey City,NJ,,
27,NHN Global,"Los Angeles, CA 90010",Not available,Formulate hypotheses and design data analytics schema. 3+ years of relevant analytical experience working with data....,Data Analyst,Data Analyst,Los Angeles,CA,90010,
28,Samsung Electronics,"Ridgefield Park, NJ",Not available,Input promotion data into GSBN for forecast and promotions managers. Analyze sellout data and compare against previous forecasts – investigate out-of-stocks....,Category Analyst,Other,Ridgefield Park,NJ,,
29,American Express,United States,Not available,American Express Campus Undergraduate – Data Analytics. Strong analytical skills and demonstrated knowledge of data extraction and analysis techniques using...,American Express Campus Undergraduate – Data Analytics Full-...,Analytics,United States,,,
30,Stryker,"Allendale, NJ 07401",Not available,"University project experience working with data. Ability to understand, analyze and report on financial data. Strong attention to detail and organization skills...",IS PMO Analyst Intern,Internship,Allendale,NJ,07401,
31,Cognizant,"Hoboken, NJ",Not available,"Cognizant is looking for Data Analyst with the following qualifications:. 13NF data modelingPL3Desired. Develop and implement databases, data collection systems...",Data Analyst,Data Analyst,Hoboken,NJ,,
32,TripAdvisor,"Las Vegas, NV",Not available,"Real Time Analyst. The Real Time Analyst is also responsible for tracking attrition, absenteeism, and unproductive hours....",Real Time Analyst,Other,Las Vegas,NV,,
34,Express Scripts,"Franklin Lakes, NJ 07417",Not available,The Pricing Analyst will also provide pricing support for all ad hoc analyses (i.e. The Pricing Analyst will develop client-specific pricing strategies with...,Pricing Analyst,Other,Franklin Lakes,NJ,07417,
35,Verizon,"Basking Ridge, NJ 07920",Not available,"Strong data analytical and critical thinking skills. Protecting contact centers against internal and external threat actors from data exfiltration, social...",Data Analyst,Data Analyst,Basking Ridge,NJ,07920,
36,Amazon.com,"Seattle, WA",Not available,"5+ years of relevant experience in a business analyst, data analyst or statistical analysis role. Provide recommendations through data retrieval and analysis....",Reporting Data Analyst,Data Analyst,Seattle,WA,,
37,First Help Financial,"Newton, MA",Not available,Experience in analyzing large and complex data sets. You will see the challenges and opportunities of building a company through technology and data and use...,Data Analytics Associate,Analytics,Newton,MA,,
38,Combined Jewish Philanthropies,"Boston, MA 02110 (Central area)",Not available,"Strong analytical skills, with an emphasis on effectively visualizing data. Microsoft Power BI, SQL, SAS, Data Modeling, SSRS experience highly desirable....","Analyst, Database Insight",Data Analyst,Boston,MA,02110,(Central area)
39,WHO Staffing,"Baltimore, MD","$70,000 - $80,000 a year","$70,000 - $80,000 a year


                            BUSINESS INTELLIGENCE ANALYST:. Collects data from multiple sources and uses technology to provide complex data analysis....",Business Intelligence Analyst,Business Intelligence Analyst,Baltimore,MD,,
40,SCAN Health Plan,"Long Beach, CA 90806",Not available,Data Analyst – HEDIS & Medicare Star. Documents data collection processes with other teams in Healthcare Informatics to transition data collection from one team...,Data Analyst-HEDIS & Star,Data Analyst,Long Beach,CA,90806,
41,JP Morgan Chase,"Wilmington, DE 19801",Not available,"The analyst will identify complaint drivers using data captured in complaint records and data pertinent to customer accounts, relationships, product ownership,...",Complaint Trends and Insights Analyst,Other,Wilmington,DE,19801,
42,Starbucks,"Seattle, WA 98134 (Industrial Complex area)",Not available,"Maintains a library of financial reports, backup data and documentation. May administer financial database, including user access control, system enhancements...","financial analyst, Data Management - Seattle, WA",Data Analyst,Seattle,WA,98134,(Industrial Complex area)
43,Wayfair,"Horseheads, NY",Not available,"Strong written and verbal communication skills, including data presentation. Work closely with Scheduling and Forecasting Analysts providing real-time trending...",Entry-Level Real Time Analyst,Other,Horseheads,NY,,
44,UBS,"Weehawken, NJ",Not available,5+ years of data analyst experience. Experience with data root cause analysis and cross functional resolution of data issues....,Data Analyst,Data Analyst,Weehawken,NJ,,
