Title,Summary,Company,Location,Salary
Senior Data Scientist,We are expanding our data science practice to take advantage of new tools and techniques in the areas of large scale data analytics and machine learning....,Millennium Management,"New York, NY 10103 (Midtown area)",Not available
Data Scientist - Senior Associate,"Our Data and Analytics consultants help clients maximize the value of their data. This high performing team helps clients define their information strategy,...",Guidehouse,"Huntsville, AL",Not available
Sr Data Engineer II (Data Science),"Play a leading role in optimally acquiring, crunching, and understanding for Machine Learning (ML) and modeling by Data Scientists....",Amazon.com,"Newark, NJ",Not available
Senior Data Scientist,"Work in inter- disciplinary teams that will include product formulators, process/packaging engineers, clinicians, measurement scientists, bio-informaticians,...",Unilever,"Trumbull, CT",Not available
Machine Learning Engineer - Center of Excellence - Associate,The Machine Learning team at JPMorgan Chase combines cutting edge machine learning techniques with the company’s unique data assets to optimize all the business...,JP Morgan Chase,"New York, NY 10179 (Midtown area)",Not available
Data Scientist - Styling Algorithms,Communicate complicated concepts to the wider audience - both data scientists and broader business partners. You have 3+ years of experience in a data science...,Stitch Fix,"San Francisco, CA",Not available
"Data Scientist, Analyst (Invest & Advice Products)",Write specs and work with engineering to capture new data and transfer data into data warehouse. The Data Science team is looking to add an analyst on the...,SoFi,"Seattle, WA",Not available
Data Scientist,"Halfaker and Associates, LLC, an award winning high growth small business, creates innovative and customer-centric technology solutions in the areas of Cyber...",Halfaker and Associates,"Arlington, VA",Not available
Research Director – Machine Learning,"Hire, mentor and manage a world class research group of senior technical research scientists with contributions to the external research community....",Spotify,"New York, NY 10011 (Chelsea area)",Not available
"Data Scientist – Automated Buying, Supply Chain Optimization...",Data Scientist Responsibilities. At least 3 years of experience articulating business questions and using quantitative techniques to arrive at a solution using...,Amazon.com,"Seattle, WA",Not available
Statistical Analyst,"Co-ordinate project activities with data management, clinical study Biostatisticians, Clinicians and regulatory teams....",Alpha Stats,"Piscataway, NJ","$100,000 a year"
Data Analyst 2 - Consumer Research and Insights (Business In...,Utilize data visualization to bring data to life and tell a compelling story built around actionable insights....,Nordstrom,"Seattle, WA",Not available
Data Scientist - CIB Treasury Services,"We are data scientists, design strategists and business leaders set on creating and building data products that transform the way we and our clients do business...",JP Morgan Chase,"New York, NY 10179 (Midtown area)",Not available
"Linguist Intern, Summer 2019","You'll collaborate with Researchers, Data Scientists, and Engineers to produce analyses and high quality data that improve our ability to understand and...",Google,"New York, NY 10011 (Chelsea area)",Not available
Data Scientist,Socialize and establish intuitive data analysis and visualization tools with Biologists/Immunologists and Clinical Scientists....,Genmab,"Princeton, NJ 08540",Not available
Data Scientist,"Proven track record of identifying and highlighting key insights, signals, and trends deep within the underlying data....",WWE,"Stamford, CT",Not available
Part-Time Data Science Instructor,"You are eager to shape the skills, minds, and trajectories of the newest generation of data scientists. Data visualization techniques;...",General Assembly,"New York, NY",Not available
Data Scientist,"Experience with big data technologies and statistical programming languages such as Python, R or Scala. Exceptional data mining, statistical analysis and coding...",Verizon,"Denver, CO 80202 (Lodo area)",Not available
Data Scientist,"As a Data Scientist you will proactively participate in designing, developing and evolving high quality, extensible modeling solutions and interpretation of...",Radian Group Inc.,"Philadelphia, PA 19103",Not available
2019 Summer Internship Opportunities,"Emerging technologies and societal trends are creating an opportunity for a new mobility future in which mobility becomes a service, available when and where it...",Rocky Mountain Institute,"New York, NY",Not available
"Head, Americas Machine Learning and AI Specialist Solutions...","The Head, Americas Machine Learning and Artificial Intelligence Solution Architecture role requires executive-level leadership experience as well as deep...",Amazon.com,"New York, NY",Not available
"Associate Scientist, Analytical Data Science (R&D) - Plainsb...","Associate Scientist – Analytical Chemistry and Data Science, R&D. Create custom data models and algorithms to apply to data sets....",Firmenich,United States,Not available
"Quantitative Equity and Data Research Analyst, PhD Level","Must have extensive data mining experience with both structured and unstructured data. Data Mining vast amounts of raw, unstructured datasets to find key and...",Zacks Investment Management,"Philadelphia, PA",Not available
Data Scientist Advisor-Healthcare Outcomes,"Strong Healthcare data knowledge (medical claims data, clinical data, pharmacy data and eligibility data) preferred....",Cigna,"Raleigh, NC 27607 (Northwest area)",Not available
Principal Data Scientist,"A deep understanding of machine learning and interest in applying it at scale. Prior hands-on experience with Python, Java, R, C/C++, Scala or F# and the...",Jet & The Walmart eCommerce Family of Brands,"Hoboken, NJ",Not available
Statistical Analyst,Create and manage data dictionaries for datasets. Maintain website and integrate data visualization tools in the website....,University of Maryland,"College Park, MD 20740",Not available
"People Analytics, Data Scientist","30% Advanced Data Analytics- Able to execute and articulate complex statistical and analytics techniques (e.g., machine learning, natural language processing,...",Cargill,"Wayzata, MN 55391",Not available
